id,created_at,es_emprendedor,genero,rango_etario,comuna,tipo_emprendimiento,tiempo_funcionamiento,forma_contabilidad,problemas_sii,tuvo_multas,tiempo_contabilidad,problemas_inventario,frecuencia_mermas,satisfaccion_gestion,orden_informacion,probabilidad_uso_plataforma,funciones_deseadas,disposicion_pago,principal_complicacion,mejoras_herramientas
"3e153d79-cabd-42d5-9800-5e354f2985d3","2026-05-27T16:06:26.48888+00:00","Sí, tengo un emprendimiento propio","Femenino","35 a 44 años","Viña del mar","Venta de productos físicos","Entre 3 y 5 años","Tengo un contador auditor","Nunca","Sí","Menos de 1 hora","A veces","A veces","3","2","5","[""Cálculo de utilidades"",""Alertas de obligaciones tributarias"",""Recordatorios de pagos o vencimientos"",""Registro automático de ingresos y gastos"",""Gestión de ventas""]","Menos de $10.000","no tener claro el inventario ","Algo fácil de manejar, y que pueda rellenar en el mismo momento para después no olvidarme "
"6147b483-111b-41b1-b83c-4ce90d5e5aba","2026-05-27T12:49:57.569661+00:00","Sí, tengo un emprendimiento propio","Masculino","25 a 34 años","Viña del mar","Gastronomía o alimentos","Entre 6 meses y 1 año","La llevo yo mismo/a","Frecuentemente","No estoy seguro/a","No llevo yo la contabilidad","Rara vez","A veces","3","2","5","[""Integración con boletas o facturas"",""Registro automático de ingresos y gastos""]","Entre $10.000 y $20.000","Las redes sociales, la publicidad ","Quizás más una herramienta de divulgación de información/publicidad, y algún sistema para recompensar a mis clientes habituales y antiguos "
"3ace5f26-16a8-4ac9-8aaf-06b6b42e5fec","2026-05-27T10:21:09.283028+00:00","Sí, tengo un emprendimiento propio","Femenino","18 a 24 años","San Francisco ","Belleza, estética o cuidado personal","Menos de 6 meses","Tengo un contador auditor","Frecuentemente","Sí","Entre 1 y 3 horas","No aplica a mi negocio","Siempre","3","2","5","[""Integración con boletas o facturas"",""Apoyo para declarar impuestos""]","No pagaría","La gestión del
Tiempo dedicado a la contabilidad ","un registro previo y total del inventario "
"88ebee4a-118b-42a7-9374-4884e70d7bc5","2026-05-27T05:46:36.084919+00:00","Sí, tengo un emprendimiento propio","Masculino","35 a 44 años","San Francisco ","Servicios profesionales","Entre 3 y 5 años","Contrato una empresa externa","Nunca","No","No llevo yo la contabilidad","A veces","No aplica a mi negocio","4","3","4","[""Reportes financieros simples"",""Cálculo de utilidades"",""Alertas de obligaciones tributarias"",""Control de inventario"",""Recordatorios de pagos o vencimientos"",""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Gestión de ventas""]","Entre $10.000 y $20.000","Nose","Algo fácil de manejar, y que pueda rellenar en el mismo momento para después no olvidarme "
"9a4aa63d-0061-425d-a149-b0ae9bf2a0ae","2026-05-27T02:47:31.680369+00:00","Sí, tengo un emprendimiento propio","Femenino","18 a 24 años","Viña del Mar","Gastronomía o alimentos","Más de 5 años","La llevo yo mismo/a","Rara vez","Sí","No llevo yo la contabilidad","No aplica a mi negocio","Rara vez","4","4","5","[""Cálculo de utilidades"",""Alertas de obligaciones tributarias"",""Control de inventario"",""Otro""]","Más de $70.000","Nose","Informacion en tiempo real del estado financiero de la empresa"
"3111c746-a836-4edc-b936-3f69250e0eba","2026-05-27T02:07:53.814217+00:00","Sí, tengo un emprendimiento propio","Masculino","18 a 24 años","Villa alemana ","Belleza, estética o cuidado personal","Menos de 6 meses","La llevo yo mismo/a","Nunca","No","Entre 3 y 5 horas","A veces","Siempre","5","5","5","[""Reportes financieros simples""]","Entre $10.000 y $20.000","No lo necesito","Software integral "
"89bb0120-026d-4572-906f-019753c0c23f","2026-05-27T02:07:23.236511+00:00","Sí, tengo un emprendimiento propio","Femenino","25 a 34 años","Viña del Mar","Otro","Menos de 6 meses","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","A veces","A veces","2","4","4","[""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos""]","Entre $40.001 y $70.000","Integrar sistemas de ventas, remuneraciones, emisión de factura instantánea ","Algo fácil de manejar, y que pueda rellenar en el mismo momento para después no olvidarme "
"4d8f7a6c-201b-4fa3-b87a-109582b3acf7","2026-05-26T23:07:59.355797+00:00","No, pero estoy iniciando uno","Masculino","35 a 44 años","Punta Arenas ","Tecnología o servicios digitales","Entre 1 y 3 años","Contrato una empresa externa","A veces","No","No llevo yo la contabilidad","Nunca","A veces","4","3","4","[""Cálculo de utilidades"",""Recordatorios de pagos o vencimientos"",""Control de inventario"",""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Gestión de ventas""]","Más de $70.000","El sistema actual del SII, poco intuitivo. ","Software integral "
"6825c644-dbbd-4f0e-81ad-24775910fbb0","2026-05-26T22:42:49.327531+00:00","Sí, administro un emprendimiento o negocio","Femenino","25 a 34 años","Villa alemana ","Otro","Entre 1 y 3 años","Tengo un contador auditor","Rara vez","No","Menos de 1 hora","Rara vez","Rara vez","4","2","5","[""Registro automático de ingresos y gastos""]","Entre $10.000 y $20.000","El sistema actual del SII, poco intuitivo. ","gps"
"a0649a2b-6a07-4efc-8113-d21491eb7821","2026-05-26T22:26:54.549464+00:00","Sí, tengo un emprendimiento propio","Masculino","35 a 44 años","San Francisco ","Servicios profesionales","Entre 1 y 3 años","La llevo yo mismo/a","Rara vez","No","No llevo yo la contabilidad","No aplica a mi negocio","Frecuentemente","4","4","3","[""Reportes financieros simples"",""Cálculo de utilidades"",""Alertas de obligaciones tributarias"",""Control de inventario"",""Recordatorios de pagos o vencimientos"",""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Otro""]","Entre $10.000 y $20.000","La gestión del
Tiempo dedicado a la contabilidad ","Una plataforma que funcione como un contador y que me pueda llevar lo contable "
"4e5d60b4-6799-4af8-91d9-e65d04bf16ea","2026-05-26T21:06:55.917942+00:00","Sí, administro un emprendimiento o negocio","Masculino","25 a 34 años","Valparaiso","Belleza, estética o cuidado personal","Entre 3 y 5 años","La llevo yo mismo/a","Rara vez","No","Menos de 1 hora","A veces","Rara vez","3","1","4","[""Control de inventario"",""Apoyo para declarar impuestos""]","Menos de $10.000","Integrar sistemas de ventas, remuneraciones, emisión de factura instantánea ","Más marketing"
"620c6966-f427-4ff8-9c13-752d540973db","2026-05-26T18:25:59.177299+00:00","Sí, administro un emprendimiento o negocio","Femenino","45 a 54 años","Valparaiso","Gastronomía o alimentos","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No","Más de 5 horas","Frecuentemente","Nunca","3","3","5","[""Integración con boletas o facturas"",""Cálculo de utilidades""]","Entre $20.001 y $40.000","El sistema actual del SII, poco intuitivo. ","Informacion en tiempo real del estado financiero de la empresa"
"c18e1a80-50b3-41e5-ba1e-2f1761924b67","2026-05-26T17:59:30.938041+00:00","Sí, administro un emprendimiento o negocio","Femenino","35 a 44 años","Valparaiso","Venta de productos físicos","Entre 3 y 5 años","Contrato una empresa externa","Nunca","No","Menos de 1 hora","A veces","Siempre","4","3","5","[""Alertas de obligaciones tributarias"",""Gestión de ventas"",""Apoyo para declarar impuestos"",""Recordatorios de pagos o vencimientos""]","Menos de $10.000","Saber mis ingresos y cuánto gasto en insumos","Una plataforma que funcione como un contador y que me pueda llevar lo contable "
"194f40a7-0f97-4b2f-9d46-00a69e1dae6b","2026-05-26T16:22:19.190892+00:00","No, pero estoy iniciando uno","Masculino","35 a 44 años","Viña del Mar","Venta de productos físicos","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","No aplica a mi negocio","Nunca","4","5","2","[""Reportes financieros simples"",""Alertas de obligaciones tributarias"",""Control de inventario"",""Recordatorios de pagos o vencimientos"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Gestión de ventas""]","Entre $20.001 y $40.000","Las redes sociales, la publicidad ","Un sistema que controle todo y me
De rendimiento al final de cada mes "
"7b1e5836-4440-42a1-bd63-8e6046170d65","2026-05-26T16:09:22.626771+00:00","Sí, tengo un emprendimiento propio","Masculino","45 a 54 años","Rancagua","Gastronomía o alimentos","Entre 1 y 3 años","Tengo un contador auditor","A veces","No","Menos de 1 hora","A veces","No aplica a mi negocio","5","3","5","[""Gestión de ventas"",""Recordatorios de pagos o vencimientos"",""Apoyo para declarar impuestos""]","Entre $20.001 y $40.000","no tener claro el inventario ","Algo fácil de manejar, y que pueda rellenar en el mismo momento para después no olvidarme "
"4657768f-3eaa-4d26-a0a8-a0e0edbbc746","2026-05-26T16:03:34.757631+00:00","No, pero estoy iniciando uno","Femenino","35 a 44 años","Viña del mar","Servicios profesionales","Entre 3 y 5 años","Tengo un contador auditor","Frecuentemente","Sí","Entre 1 y 3 horas","No aplica a mi negocio","A veces","4","5","5","[""Reportes financieros simples"",""Cálculo de utilidades"",""Alertas de obligaciones tributarias"",""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Gestión de ventas""]","Entre $20.001 y $40.000","Es un emprendimiento que no requiere una mayor contabilidad en general ","Nose"
"07138f47-efb7-44df-9bfc-a61f1ffde3b9","2026-05-26T15:12:26.294127+00:00","Sí, tengo un emprendimiento propio","Femenino","45 a 54 años","Viñas ","Tecnología o servicios digitales","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No estoy seguro/a","Menos de 1 hora","Nunca","Nunca","5","4","5","[""Reportes financieros simples"",""Control de inventario"",""Apoyo para declarar impuestos"",""Registro automático de ingresos y gastos"",""Gestión de ventas"",""Otro""]","Entre $20.001 y $40.000","Proceso manual y tedioso","Sistema centralizado "
"ff8ae448-4537-4899-a63e-6b633eac88f2","2026-05-26T14:39:12.6172+00:00","Sí, tengo un emprendimiento propio","Masculino","45 a 54 años","Viña del Mar","Gastronomía o alimentos","Entre 3 y 5 años","La llevo yo mismo/a","Nunca","No","Entre 1 y 3 horas","Rara vez","Rara vez","5","5","5","[""Gestión de ventas""]","No pagaría","No lo necesito","Más marketing"
"a8b77a41-0bfc-478e-b2ff-f90179b1242b","2026-05-26T12:15:53.971883+00:00","Sí, administro un emprendimiento o negocio","Femenino","45 a 54 años","Maipu","Otro","Entre 3 y 5 años","La llevo yo mismo/a","Nunca","No estoy seguro/a","Entre 3 y 5 horas","A veces","A veces","3","3","4","[""Control de inventario""]","Entre $20.001 y $40.000","",""
"aa1b56a3-2fec-452d-adcd-060863d737b4","2026-05-25T22:58:25.791618+00:00","Sí, administro un emprendimiento o negocio","Femenino","45 a 54 años","","Servicios profesionales","Entre 1 y 3 años","Contrato una empresa externa","Rara vez","No","Entre 1 y 3 horas","A veces","A veces","3","1","2","[""Control de inventario"",""Registro automático de ingresos y gastos"",""Recordatorios de pagos o vencimientos""]","Entre $10.000 y $20.000","La gestión del
Tiempo dedicado a la contabilidad ","Un sistema que controle todo y me
De rendimiento al final de cada mes "
"09a96f08-9e48-4356-b716-fc3cd5df8163","2026-05-25T19:44:12.946058+00:00","Sí, administro un emprendimiento o negocio","Masculino","35 a 44 años","San Francisco ","Gastronomía o alimentos","Entre 3 y 5 años","No llevo una contabilidad formal","A veces","Sí","No llevo yo la contabilidad","No aplica a mi negocio","A veces","2","2","5","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Alertas de obligaciones tributarias"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas""]","Entre $10.000 y $20.000","",""
"ebc6f153-e6b5-45d9-81e3-82472de21143","2026-05-25T18:15:21.103672+00:00","Sí, tengo un emprendimiento propio","Femenino","18 a 24 años","San Pedro de la paz ","Venta de productos físicos","Entre 6 meses y 1 año","Uso un sistema o software","Rara vez","No","Menos de 1 hora","Rara vez","Rara vez","4","4","5","[""Control de inventario"",""Registro automático de ingresos y gastos"",""Integración con boletas o facturas"",""Cálculo de utilidades""]","Más de $70.000","no tener claro el inventario ","un registro previo y total del inventario "
"46d3bc1f-a93d-4ffc-b8d6-371c518a4c63","2026-05-25T18:11:41.37551+00:00","Sí, tengo un emprendimiento propio","Masculino","25 a 34 años","Rancagua","Gastronomía o alimentos","Entre 6 meses y 1 año","La llevo yo mismo/a","Nunca","No","Entre 1 y 3 horas","Nunca","Nunca","4","4","4","[""Otro""]","Entre $10.000 y $20.000","",""
"7ef873a2-839b-413b-8a85-16d0a05964e1","2026-05-25T18:06:13.959252+00:00","Sí, tengo un emprendimiento propio","Masculino","35 a 44 años","Osorno","Servicios profesionales","Entre 6 meses y 1 año","Tengo un contador auditor","Rara vez","No","Menos de 1 hora","Rara vez","Rara vez","4","3","5","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Alertas de obligaciones tributarias"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Entre $40.001 y $70.000","",""
"293bc1f5-24bb-45fb-b201-466564957e77","2026-05-25T18:04:37.364478+00:00","Sí, tengo un emprendimiento propio","Femenino","18 a 24 años","Viña del mar","Belleza, estética o cuidado personal","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","Frecuentemente","No aplica a mi negocio","2","2","4","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Cálculo de utilidades""]","Menos de $10.000","Saber mis ingresos y cuánto gasto en insumos","Algo fácil de manejar, y que pueda rellenar en el mismo momento para después no olvidarme "
"60002a52-fc0c-46b9-a7a9-d6e0c04257af","2026-05-25T17:47:14.605419+00:00","Sí, tengo un emprendimiento propio","Masculino","18 a 24 años","Viña del mar","Gastronomía o alimentos","Más de 5 años","La llevo yo mismo/a","Frecuentemente","No estoy seguro/a","No llevo yo la contabilidad","A veces","Nunca","4","5","4","[""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Otro""]","No pagaría","","Expandir el lugar y hacerlo más profesional incluyendo tener mas personal aunque tener miedo con el tema de que le traicionen a mi msdre"
"0172bc7c-acec-4034-800e-d1e5ea0bd55b","2026-05-25T17:36:43.375844+00:00","No, pero estoy iniciando uno","Femenino","18 a 24 años","Viña del Mar","Gastronomía o alimentos","Entre 6 meses y 1 año","La llevo yo mismo/a","","Prefiero no responder","Entre 1 y 3 horas","Rara vez","Frecuentemente","3","3","5","[""Registro automático de ingresos y gastos"",""Cálculo de utilidades""]","Entre $10.000 y $20.000","",""
"57b48929-516f-4f80-ab4d-16c0626233e2","2026-05-25T17:34:15.075009+00:00","Sí, tengo un emprendimiento propio","Femenino","25 a 34 años","","Gastronomía o alimentos","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","No aplica a mi negocio","No aplica a mi negocio","3","4","4","[""Apoyo para declarar impuestos""]","Entre $10.000 y $20.000","",""
"4567553c-8091-4f2c-8ec3-77dda43d410d","2026-05-25T17:29:29.117672+00:00","Sí, administro un emprendimiento o negocio","Femenino","25 a 34 años","Viña del mar","Comercio online","Entre 3 y 5 años","Contrato una empresa externa","A veces","No estoy seguro/a","Menos de 1 hora","Siempre","Siempre","3","1","5","[""Control de inventario""]","Entre $20.001 y $40.000","Problemas de stock por múltiples bodegas ","Sistema centralizado "
"c99857a0-e54e-44a2-a70d-b2f10ea6230b","2026-05-25T17:20:19.964668+00:00","No, pero estoy iniciando uno","Femenino","25 a 34 años","Valparaiso ","Servicios profesionales","Menos de 6 meses","Tengo un contador auditor","Nunca","No","No llevo yo la contabilidad","No aplica a mi negocio","No aplica a mi negocio","4","3","5","[""Registro automático de ingresos y gastos"",""Alertas de obligaciones tributarias"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Cálculo de utilidades"",""Apoyo para declarar impuestos""]","Entre $40.001 y $70.000","",""
"7f188f53-859a-44df-833b-81e54d0826ba","2026-05-25T16:51:46.340073+00:00","No, pero estoy iniciando uno","Masculino","35 a 44 años","Viña del Mar ","Belleza, estética o cuidado personal","Menos de 6 meses","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","Nunca","Nunca","4","4","5","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Alertas de obligaciones tributarias"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Entre $20.001 y $40.000","",""
"f31e34a7-8f88-4e57-b948-71e507139a59","2026-05-25T16:44:26.447077+00:00","Sí, tengo un emprendimiento propio","Femenino","25 a 34 años","valparaiso ","Gastronomía o alimentos","Entre 3 y 5 años","No llevo una contabilidad formal","Nunca","No","Menos de 1 hora","Rara vez","Rara vez","3","2","3","[""Registro automático de ingresos y gastos"",""Cálculo de utilidades""]","Menos de $10.000","",""
"005ed3a5-dbbe-4f16-a22c-cfd86fe8db42","2026-05-25T16:31:38.31811+00:00","Sí, tengo un emprendimiento propio","Femenino","45 a 54 años","maipú ","Otro","Más de 5 años","La llevo yo mismo/a","A veces","No","Menos de 1 hora","Rara vez","A veces","4","5","2","[""Recordatorios de pagos o vencimientos"",""Apoyo para declarar impuestos""]","Entre $10.000 y $20.000","control de mi flota en la calle ","gps"
"5c2eb42a-1454-4589-846a-49f4e1495980","2026-05-25T16:13:25.181414+00:00","No, pero estoy iniciando uno","Masculino","25 a 34 años","Viñas ","Servicios profesionales","Menos de 6 meses","La llevo yo mismo/a","Rara vez","No","Menos de 1 hora","No aplica a mi negocio","No aplica a mi negocio","5","5","5","[""Alertas de obligaciones tributarias"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Entre $20.001 y $40.000","El sistema actual del SII, poco intuitivo. ","Herramientas de gestión financiera que permitan automatizar el SII, que solo sea un programa que haga todo lo manual y reiterativo por ti. "
"8c599e77-47a1-4dc6-93ac-dccc767986d7","2026-05-25T16:07:01.655841+00:00","Sí, tengo un emprendimiento propio","Femenino","35 a 44 años","","Venta de productos físicos","Más de 5 años","Tengo un contador auditor","Rara vez","Sí","Entre 1 y 3 horas","Rara vez","Rara vez","4","4","5","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Alertas de obligaciones tributarias"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Cálculo de utilidades"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Entre $40.001 y $70.000","Inventarios manuales 
Digitalización de productos 
Digitalización de venta 
Reconocer productos estrella 
Días y flujos de venta (alto ,mediano y bajo)","Digitalización de productos 
Stock e inventarios 
Métricas "
"c61f4fc8-ac42-4c7f-8d8a-2ed04b9a378e","2026-05-25T15:57:18.928199+00:00","Sí, tengo un emprendimiento propio","Femenino","18 a 24 años","Valparaíso ","Belleza, estética o cuidado personal","Entre 1 y 3 años","La llevo yo mismo/a","Nunca","No","Entre 1 y 3 horas","No aplica a mi negocio","No aplica a mi negocio","4","5","3","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Alertas de obligaciones tributarias"",""Reportes financieros simples"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas"",""Cálculo de utilidades"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Menos de $10.000","Es un emprendimiento que no requiere una mayor contabilidad en general ","Quizás más una herramienta de divulgación de información/publicidad, y algún sistema para recompensar a mis clientes habituales y antiguos "
"3351debc-37c0-4e71-bef9-53b11982050d","2026-05-25T15:28:02.725676+00:00","Sí, tengo un emprendimiento propio","Masculino","35 a 44 años","Viña del mar","Servicios profesionales","Más de 5 años","Tengo un contador auditor","Nunca","No","No llevo yo la contabilidad","No aplica a mi negocio","A veces","3","3","5","[""Registro automático de ingresos y gastos"",""Alertas de obligaciones tributarias"",""Recordatorios de pagos o vencimientos"",""Reportes financieros simples"",""Gestión de ventas"",""Apoyo para declarar impuestos"",""Integración con boletas o facturas""]","Más de $70.000","",""
"cc9f8477-aef6-4f5d-ab7e-db66a88d319f","2026-05-25T15:26:19.240828+00:00","Sí, tengo un emprendimiento propio","Masculino","25 a 34 años","Valparaiso","Producción o manufactura","Entre 1 y 3 años","La llevo yo mismo/a","Rara vez","Sí","Entre 1 y 3 horas","Nunca","Nunca","5","5","5","[""Registro automático de ingresos y gastos"",""Alertas de obligaciones tributarias"",""Recordatorios de pagos o vencimientos"",""Cálculo de utilidades"",""Integración con boletas o facturas"",""Control de inventario"",""Gestión de ventas"",""Reportes financieros simples"",""Apoyo para declarar impuestos""]","Entre $10.000 y $20.000","Proceso manual y tedioso","Informacion en tiempo real del estado financiero de la empresa"
"e17446d9-da6d-4006-af1e-979a3d96e4ad","2026-05-25T15:21:10.394824+00:00","Sí, tengo un emprendimiento propio","Masculino","18 a 24 años","Quilpue ","Servicios profesionales","","La llevo yo mismo/a","Nunca","No","Menos de 1 hora","A veces","Rara vez","5","3","5","[""Registro automático de ingresos y gastos"",""Alertas de obligaciones tributarias"",""Control de inventario"",""Reportes financieros simples"",""Otro""]","No pagaría","",""
"42fa2980-f981-413d-9030-557d44dd7a8a","2026-05-25T05:41:03.251074+00:00","Sí, tengo un emprendimiento propio","Masculino","Menos de 18 años","Villa alemana ","Gastronomía o alimentos","Entre 6 meses y 1 año","La llevo yo mismo/a","Frecuentemente","Sí","Menos de 1 hora","A veces","Rara vez","3","3","4","[""Reportes financieros simples"",""Apoyo para declarar impuestos""]","Entre $20.001 y $40.000","",""
"6069bdf2-d529-4b26-9cf5-40aa293d72dc","2026-05-25T02:38:44.679006+00:00","Sí, tengo un emprendimiento propio","Femenino","35 a 44 años","Viña del Mar","Venta de productos físicos","Más de 5 años","Tengo un contador auditor","Nunca","No","No llevo yo la contabilidad","Frecuentemente","A veces","3","3","5","[""Registro automático de ingresos y gastos"",""Control de inventario"",""Recordatorios de pagos o vencimientos"",""Gestión de ventas""]","Entre $20.001 y $40.000","",""
